square_id,cluster_k4,cluster_label
1,0,Low activity / peripheral
2,0,Low activity / peripheral
3,0,Low activity / peripheral
4,0,Low activity / peripheral
5,0,Low activity / peripheral
6,0,Low activity / peripheral
7,0,Low activity / peripheral
8,0,Low activity / peripheral
9,0,Low activity / peripheral
10,0,Low activity / peripheral
11,0,Low activity / peripheral
12,0,Low activity / peripheral
13,0,Low activity / peripheral
14,0,Low activity / peripheral
15,0,Low activity / peripheral
16,0,Low activity / peripheral
17,0,Low activity / peripheral
18,0,Low activity / peripheral
19,0,Low activity / peripheral
20,0,Low activity / peripheral
21,0,Low activity / peripheral
22,0,Low activity / peripheral
23,0,Low activity / peripheral
24,0,Low activity / peripheral
25,0,Low activity / peripheral
26,0,Low activity / peripheral
27,0,Low activity / peripheral
28,0,Low activity / peripheral
29,0,Low activity / peripheral
30,0,Low activity / peripheral
31,0,Low activity / peripheral
32,0,Low activity / peripheral
33,0,Low activity / peripheral
34,0,Low activity / peripheral
35,0,Low activity / peripheral
36,0,Low activity / peripheral
37,0,Low activity / peripheral
38,0,Low activity / peripheral
39,0,Low activity / peripheral
40,0,Low activity / peripheral
41,0,Low activity / peripheral
42,0,Low activity / peripheral
43,0,Low activity / peripheral
44,0,Low activity / peripheral
45,0,Low activity / peripheral
46,0,Low activity / peripheral
47,2,Moderate activity
48,1,Urban mixed-use
49,2,Moderate activity
50,0,Low activity / peripheral
51,0,Low activity / peripheral
52,0,Low activity / peripheral
53,0,Low activity / peripheral
54,0,Low activity / peripheral
55,0,Low activity / peripheral
56,0,Low activity / peripheral
57,0,Low activity / peripheral
58,0,Low activity / peripheral
59,0,Low activity / peripheral
60,0,Low activity / peripheral
61,0,Low activity / peripheral
62,0,Low activity / peripheral
63,0,Low activity / peripheral
64,0,Low activity / peripheral
65,0,Low activity / peripheral
66,0,Low activity / peripheral
67,0,Low activity / peripheral
68,0,Low activity / peripheral
69,0,Low activity / peripheral
70,0,Low activity / peripheral
71,0,Low activity / peripheral
72,0,Low activity / peripheral
73,0,Low activity / peripheral
74,0,Low activity / peripheral
75,0,Low activity / peripheral
76,0,Low activity / peripheral
77,0,Low activity / peripheral
78,0,Low activity / peripheral
79,0,Low activity / peripheral
80,0,Low activity / peripheral
81,0,Low activity / peripheral
82,0,Low activity / peripheral
83,0,Low activity / peripheral
84,0,Low activity / peripheral
85,0,Low activity / peripheral
86,0,Low activity / peripheral
87,0,Low activity / peripheral
88,0,Low activity / peripheral
89,0,Low activity / peripheral
90,0,Low activity / peripheral
91,0,Low activity / peripheral
92,0,Low activity / peripheral
93,0,Low activity / peripheral
94,0,Low activity / peripheral
95,0,Low activity / peripheral
96,0,Low activity / peripheral
97,0,Low activity / peripheral
98,0,Low activity / peripheral
99,0,Low activity / peripheral
100,0,Low activity / peripheral
101,0,Low activity / peripheral
102,0,Low activity / peripheral
103,0,Low activity / peripheral
104,0,Low activity / peripheral
105,0,Low activity / peripheral
106,0,Low activity / peripheral
107,0,Low activity / peripheral
108,0,Low activity / peripheral
109,0,Low activity / peripheral
110,0,Low activity / peripheral
111,0,Low activity / peripheral
112,0,Low activity / peripheral
113,0,Low activity / peripheral
114,0,Low activity / peripheral
115,0,Low activity / peripheral
116,0,Low activity / peripheral
117,0,Low activity / peripheral
118,0,Low activity / peripheral
119,0,Low activity / peripheral
120,0,Low activity / peripheral
121,0,Low activity / peripheral
122,0,Low activity / peripheral
123,0,Low activity / peripheral
124,0,Low activity / peripheral
125,0,Low activity / peripheral
126,0,Low activity / peripheral
127,0,Low activity / peripheral
128,0,Low activity / peripheral
129,0,Low activity / peripheral
130,0,Low activity / peripheral
131,0,Low activity / peripheral
132,0,Low activity / peripheral
133,0,Low activity / peripheral
134,0,Low activity / peripheral
135,0,Low activity / peripheral
136,0,Low activity / peripheral
137,0,Low activity / peripheral
138,0,Low activity / peripheral
139,0,Low activity / peripheral
140,0,Low activity / peripheral
141,0,Low activity / peripheral
142,0,Low activity / peripheral
143,0,Low activity / peripheral
144,0,Low activity / peripheral
145,0,Low activity / peripheral
146,2,Moderate activity
147,1,Urban mixed-use
148,2,Moderate activity
149,2,Moderate activity
150,2,Moderate activity
151,2,Moderate activity
152,2,Moderate activity
153,0,Low activity / peripheral
154,0,Low activity / peripheral
155,0,Low activity / peripheral
156,0,Low activity / peripheral
157,0,Low activity / peripheral
158,0,Low activity / peripheral
159,0,Low activity / peripheral
160,0,Low activity / peripheral
161,0,Low activity / peripheral
162,0,Low activity / peripheral
163,0,Low activity / peripheral
164,0,Low activity / peripheral
165,0,Low activity / peripheral
166,0,Low activity / peripheral
167,0,Low activity / peripheral
168,0,Low activity / peripheral
169,0,Low activity / peripheral
170,0,Low activity / peripheral
171,0,Low activity / peripheral
172,0,Low activity / peripheral
173,0,Low activity / peripheral
174,0,Low activity / peripheral
175,0,Low activity / peripheral
176,0,Low activity / peripheral
177,0,Low activity / peripheral
178,0,Low activity / peripheral
179,0,Low activity / peripheral
180,0,Low activity / peripheral
181,0,Low activity / peripheral
182,0,Low activity / peripheral
183,0,Low activity / peripheral
184,0,Low activity / peripheral
185,0,Low activity / peripheral
186,0,Low activity / peripheral
187,0,Low activity / peripheral
188,0,Low activity / peripheral
189,0,Low activity / peripheral
190,0,Low activity / peripheral
191,0,Low activity / peripheral
192,0,Low activity / peripheral
193,0,Low activity / peripheral
194,0,Low activity / peripheral
195,0,Low activity / peripheral
196,0,Low activity / peripheral
197,0,Low activity / peripheral
198,0,Low activity / peripheral
199,0,Low activity / peripheral
200,0,Low activity / peripheral
201,0,Low activity / peripheral
202,0,Low activity / peripheral
203,0,Low activity / peripheral
204,0,Low activity / peripheral
205,0,Low activity / peripheral
206,0,Low activity / peripheral
207,0,Low activity / peripheral
208,0,Low activity / peripheral
209,0,Low activity / peripheral
210,0,Low activity / peripheral
211,0,Low activity / peripheral
212,0,Low activity / peripheral
213,0,Low activity / peripheral
214,0,Low activity / peripheral
215,0,Low activity / peripheral
216,0,Low activity / peripheral
217,0,Low activity / peripheral
218,0,Low activity / peripheral
219,0,Low activity / peripheral
220,0,Low activity / peripheral
221,0,Low activity / peripheral
222,0,Low activity / peripheral
223,0,Low activity / peripheral
224,0,Low activity / peripheral
225,0,Low activity / peripheral
226,0,Low activity / peripheral
227,0,Low activity / peripheral
228,0,Low activity / peripheral
229,0,Low activity / peripheral
230,0,Low activity / peripheral
231,0,Low activity / peripheral
232,0,Low activity / peripheral
233,0,Low activity / peripheral
234,0,Low activity / peripheral
235,0,Low activity / peripheral
236,0,Low activity / peripheral
237,0,Low activity / peripheral
238,0,Low activity / peripheral
239,0,Low activity / peripheral
240,0,Low activity / peripheral
241,0,Low activity / peripheral
242,0,Low activity / peripheral
243,0,Low activity / peripheral
244,0,Low activity / peripheral
245,0,Low activity / peripheral
246,2,Moderate activity
247,1,Urban mixed-use
248,2,Moderate activity
249,2,Moderate activity
250,2,Moderate activity
251,2,Moderate activity
252,0,Low activity / peripheral
253,0,Low activity / peripheral
254,0,Low activity / peripheral
255,0,Low activity / peripheral
256,0,Low activity / peripheral
257,0,Low activity / peripheral
258,0,Low activity / peripheral
259,0,Low activity / peripheral
260,0,Low activity / peripheral
261,0,Low activity / peripheral
262,0,Low activity / peripheral
263,0,Low activity / peripheral
264,0,Low activity / peripheral
265,0,Low activity / peripheral
266,0,Low activity / peripheral
267,0,Low activity / peripheral
268,0,Low activity / peripheral
269,2,Moderate activity
270,2,Moderate activity
271,2,Moderate activity
272,0,Low activity / peripheral
273,0,Low activity / peripheral
274,0,Low activity / peripheral
275,0,Low activity / peripheral
276,0,Low activity / peripheral
277,0,Low activity / peripheral
278,0,Low activity / peripheral
279,0,Low activity / peripheral
280,0,Low activity / peripheral
281,0,Low activity / peripheral
282,0,Low activity / peripheral
283,0,Low activity / peripheral
284,0,Low activity / peripheral
285,0,Low activity / peripheral
286,0,Low activity / peripheral
287,0,Low activity / peripheral
288,0,Low activity / peripheral
289,0,Low activity / peripheral
290,0,Low activity / peripheral
291,0,Low activity / peripheral
292,0,Low activity / peripheral
293,0,Low activity / peripheral
294,0,Low activity / peripheral
295,0,Low activity / peripheral
296,0,Low activity / peripheral
297,0,Low activity / peripheral
298,0,Low activity / peripheral
299,0,Low activity / peripheral
300,0,Low activity / peripheral
301,0,Low activity / peripheral
302,0,Low activity / peripheral
303,0,Low activity / peripheral
304,0,Low activity / peripheral
305,0,Low activity / peripheral
306,0,Low activity / peripheral
307,0,Low activity / peripheral
308,0,Low activity / peripheral
309,0,Low activity / peripheral
310,0,Low activity / peripheral
311,0,Low activity / peripheral
312,0,Low activity / peripheral
313,0,Low activity / peripheral
314,0,Low activity / peripheral
315,0,Low activity / peripheral
316,0,Low activity / peripheral
317,0,Low activity / peripheral
318,0,Low activity / peripheral
319,0,Low activity / peripheral
320,0,Low activity / peripheral
321,0,Low activity / peripheral
322,0,Low activity / peripheral
323,0,Low activity / peripheral
324,0,Low activity / peripheral
325,0,Low activity / peripheral
326,0,Low activity / peripheral
327,0,Low activity / peripheral
328,0,Low activity / peripheral
329,0,Low activity / peripheral
330,0,Low activity / peripheral
331,0,Low activity / peripheral
332,0,Low activity / peripheral
333,0,Low activity / peripheral
334,0,Low activity / peripheral
335,0,Low activity / peripheral
336,0,Low activity / peripheral
337,0,Low activity / peripheral
338,0,Low activity / peripheral
339,0,Low activity / peripheral
340,0,Low activity / peripheral
341,0,Low activity / peripheral
342,0,Low activity / peripheral
343,0,Low activity / peripheral
344,0,Low activity / peripheral
345,0,Low activity / peripheral
346,2,Moderate activity
347,1,Urban mixed-use
348,2,Moderate activity
349,2,Moderate activity
350,2,Moderate activity
351,2,Moderate activity
352,0,Low activity / peripheral
353,0,Low activity / peripheral
354,0,Low activity / peripheral
355,0,Low activity / peripheral
356,0,Low activity / peripheral
357,0,Low activity / peripheral
358,0,Low activity / peripheral
359,0,Low activity / peripheral
360,0,Low activity / peripheral
361,0,Low activity / peripheral
362,0,Low activity / peripheral
363,0,Low activity / peripheral
364,0,Low activity / peripheral
365,0,Low activity / peripheral
366,0,Low activity / peripheral
367,0,Low activity / peripheral
368,2,Moderate activity
369,2,Moderate activity
370,2,Moderate activity
371,2,Moderate activity
372,0,Low activity / peripheral
373,0,Low activity / peripheral
374,0,Low activity / peripheral
375,0,Low activity / peripheral
376,0,Low activity / peripheral
377,0,Low activity / peripheral
378,0,Low activity / peripheral
379,0,Low activity / peripheral
380,0,Low activity / peripheral
381,0,Low activity / peripheral
382,0,Low activity / peripheral
383,0,Low activity / peripheral
384,0,Low activity / peripheral
385,0,Low activity / peripheral
386,0,Low activity / peripheral
387,0,Low activity / peripheral
388,0,Low activity / peripheral
389,0,Low activity / peripheral
390,0,Low activity / peripheral
391,0,Low activity / peripheral
392,0,Low activity / peripheral
393,0,Low activity / peripheral
394,0,Low activity / peripheral
395,0,Low activity / peripheral
396,0,Low activity / peripheral
397,0,Low activity / peripheral
398,0,Low activity / peripheral
399,0,Low activity / peripheral
400,0,Low activity / peripheral
401,0,Low activity / peripheral
402,0,Low activity / peripheral
403,0,Low activity / peripheral
404,0,Low activity / peripheral
405,0,Low activity / peripheral
406,0,Low activity / peripheral
407,0,Low activity / peripheral
408,0,Low activity / peripheral
409,0,Low activity / peripheral
410,0,Low activity / peripheral
411,0,Low activity / peripheral
412,0,Low activity / peripheral
413,0,Low activity / peripheral
414,0,Low activity / peripheral
415,0,Low activity / peripheral
416,0,Low activity / peripheral
417,0,Low activity / peripheral
418,0,Low activity / peripheral
419,0,Low activity / peripheral
420,0,Low activity / peripheral
421,0,Low activity / peripheral
422,0,Low activity / peripheral
423,0,Low activity / peripheral
424,0,Low activity / peripheral
425,0,Low activity / peripheral
426,0,Low activity / peripheral
427,0,Low activity / peripheral
428,0,Low activity / peripheral
429,0,Low activity / peripheral
430,0,Low activity / peripheral
431,0,Low activity / peripheral
432,0,Low activity / peripheral
433,0,Low activity / peripheral
434,0,Low activity / peripheral
435,0,Low activity / peripheral
436,0,Low activity / peripheral
437,0,Low activity / peripheral
438,0,Low activity / peripheral
439,0,Low activity / peripheral
440,0,Low activity / peripheral
441,0,Low activity / peripheral
442,0,Low activity / peripheral
443,0,Low activity / peripheral
444,0,Low activity / peripheral
445,0,Low activity / peripheral
446,2,Moderate activity
447,2,Moderate activity
448,2,Moderate activity
449,2,Moderate activity
450,2,Moderate activity
451,0,Low activity / peripheral
452,2,Moderate activity
453,0,Low activity / peripheral
454,0,Low activity / peripheral
455,0,Low activity / peripheral
456,0,Low activity / peripheral
457,0,Low activity / peripheral
458,0,Low activity / peripheral
459,0,Low activity / peripheral
460,0,Low activity / peripheral
461,0,Low activity / peripheral
462,0,Low activity / peripheral
463,0,Low activity / peripheral
464,0,Low activity / peripheral
465,0,Low activity / peripheral
466,0,Low activity / peripheral
467,0,Low activity / peripheral
468,0,Low activity / peripheral
469,2,Moderate activity
470,2,Moderate activity
471,0,Low activity / peripheral
472,0,Low activity / peripheral
473,0,Low activity / peripheral
474,0,Low activity / peripheral
475,0,Low activity / peripheral
476,0,Low activity / peripheral
477,0,Low activity / peripheral
478,0,Low activity / peripheral
479,0,Low activity / peripheral
480,0,Low activity / peripheral
481,0,Low activity / peripheral
482,0,Low activity / peripheral
483,0,Low activity / peripheral
484,0,Low activity / peripheral
485,0,Low activity / peripheral
486,0,Low activity / peripheral
487,0,Low activity / peripheral
488,0,Low activity / peripheral
489,0,Low activity / peripheral
490,0,Low activity / peripheral
491,0,Low activity / peripheral
492,0,Low activity / peripheral
493,0,Low activity / peripheral
494,0,Low activity / peripheral
495,0,Low activity / peripheral
496,0,Low activity / peripheral
497,0,Low activity / peripheral
498,0,Low activity / peripheral
499,0,Low activity / peripheral
500,0,Low activity / peripheral
501,0,Low activity / peripheral
502,0,Low activity / peripheral
503,0,Low activity / peripheral
504,0,Low activity / peripheral
505,0,Low activity / peripheral
506,0,Low activity / peripheral
507,0,Low activity / peripheral
508,0,Low activity / peripheral
509,0,Low activity / peripheral
510,0,Low activity / peripheral
511,0,Low activity / peripheral
512,0,Low activity / peripheral
513,0,Low activity / peripheral
514,0,Low activity / peripheral
515,0,Low activity / peripheral
516,0,Low activity / peripheral
517,0,Low activity / peripheral
518,0,Low activity / peripheral
519,0,Low activity / peripheral
520,0,Low activity / peripheral
521,0,Low activity / peripheral
522,0,Low activity / peripheral
523,0,Low activity / peripheral
524,0,Low activity / peripheral
525,0,Low activity / peripheral
526,0,Low activity / peripheral
527,0,Low activity / peripheral
528,0,Low activity / peripheral
529,0,Low activity / peripheral
530,0,Low activity / peripheral
531,0,Low activity / peripheral
532,0,Low activity / peripheral
533,0,Low activity / peripheral
534,0,Low activity / peripheral
535,0,Low activity / peripheral
536,0,Low activity / peripheral
537,0,Low activity / peripheral
538,0,Low activity / peripheral
539,0,Low activity / peripheral
540,0,Low activity / peripheral
541,0,Low activity / peripheral
542,0,Low activity / peripheral
543,0,Low activity / peripheral
544,0,Low activity / peripheral
545,0,Low activity / peripheral
546,2,Moderate activity
547,2,Moderate activity
548,2,Moderate activity
549,2,Moderate activity
550,0,Low activity / peripheral
551,0,Low activity / peripheral
552,0,Low activity / peripheral
553,0,Low activity / peripheral
554,0,Low activity / peripheral
555,0,Low activity / peripheral
556,0,Low activity / peripheral
557,0,Low activity / peripheral
558,2,Moderate activity
559,2,Moderate activity
560,2,Moderate activity
561,0,Low activity / peripheral
562,0,Low activity / peripheral
563,0,Low activity / peripheral
564,0,Low activity / peripheral
565,2,Moderate activity
566,2,Moderate activity
567,0,Low activity / peripheral
568,0,Low activity / peripheral
569,0,Low activity / peripheral
570,0,Low activity / peripheral
571,0,Low activity / peripheral
572,0,Low activity / peripheral
573,0,Low activity / peripheral
574,0,Low activity / peripheral
575,0,Low activity / peripheral
576,0,Low activity / peripheral
577,0,Low activity / peripheral
578,0,Low activity / peripheral
579,0,Low activity / peripheral
580,0,Low activity / peripheral
581,0,Low activity / peripheral
582,0,Low activity / peripheral
583,0,Low activity / peripheral
584,0,Low activity / peripheral
585,0,Low activity / peripheral
586,0,Low activity / peripheral
587,0,Low activity / peripheral
588,0,Low activity / peripheral
589,0,Low activity / peripheral
590,0,Low activity / peripheral
591,0,Low activity / peripheral
592,0,Low activity / peripheral
593,0,Low activity / peripheral
594,0,Low activity / peripheral
595,0,Low activity / peripheral
596,0,Low activity / peripheral
597,0,Low activity / peripheral
598,0,Low activity / peripheral
599,0,Low activity / peripheral
600,0,Low activity / peripheral
601,0,Low activity / peripheral
602,0,Low activity / peripheral
603,0,Low activity / peripheral
604,0,Low activity / peripheral
605,0,Low activity / peripheral
606,0,Low activity / peripheral
607,0,Low activity / peripheral
608,0,Low activity / peripheral
609,0,Low activity / peripheral
610,0,Low activity / peripheral
611,0,Low activity / peripheral
612,0,Low activity / peripheral
613,0,Low activity / peripheral
614,0,Low activity / peripheral
615,0,Low activity / peripheral
616,0,Low activity / peripheral
617,0,Low activity / peripheral
618,0,Low activity / peripheral
619,0,Low activity / peripheral
620,0,Low activity / peripheral
621,0,Low activity / peripheral
622,0,Low activity / peripheral
623,0,Low activity / peripheral
624,0,Low activity / peripheral
625,0,Low activity / peripheral
626,0,Low activity / peripheral
627,0,Low activity / peripheral
628,0,Low activity / peripheral
629,0,Low activity / peripheral
630,0,Low activity / peripheral
631,0,Low activity / peripheral
632,0,Low activity / peripheral
633,0,Low activity / peripheral
634,0,Low activity / peripheral
635,0,Low activity / peripheral
636,0,Low activity / peripheral
637,0,Low activity / peripheral
638,0,Low activity / peripheral
639,0,Low activity / peripheral
640,0,Low activity / peripheral
641,0,Low activity / peripheral
642,0,Low activity / peripheral
643,0,Low activity / peripheral
644,2,Moderate activity
645,2,Moderate activity
646,2,Moderate activity
647,2,Moderate activity
648,2,Moderate activity
649,2,Moderate activity
650,2,Moderate activity
651,2,Moderate activity
652,0,Low activity / peripheral
653,0,Low activity / peripheral
654,0,Low activity / peripheral
655,0,Low activity / peripheral
656,0,Low activity / peripheral
657,0,Low activity / peripheral
658,2,Moderate activity
659,2,Moderate activity
660,2,Moderate activity
661,2,Moderate activity
662,0,Low activity / peripheral
663,0,Low activity / peripheral
664,2,Moderate activity
665,2,Moderate activity
666,2,Moderate activity
667,0,Low activity / peripheral
668,0,Low activity / peripheral
669,0,Low activity / peripheral
670,0,Low activity / peripheral
671,0,Low activity / peripheral
672,0,Low activity / peripheral
673,0,Low activity / peripheral
674,0,Low activity / peripheral
675,0,Low activity / peripheral
676,0,Low activity / peripheral
677,0,Low activity / peripheral
678,0,Low activity / peripheral
679,0,Low activity / peripheral
680,0,Low activity / peripheral
681,0,Low activity / peripheral
682,0,Low activity / peripheral
683,0,Low activity / peripheral
684,0,Low activity / peripheral
685,0,Low activity / peripheral
686,0,Low activity / peripheral
687,0,Low activity / peripheral
688,0,Low activity / peripheral
689,0,Low activity / peripheral
690,0,Low activity / peripheral
691,0,Low activity / peripheral
692,0,Low activity / peripheral
693,0,Low activity / peripheral
694,0,Low activity / peripheral
695,0,Low activity / peripheral
696,0,Low activity / peripheral
697,0,Low activity / peripheral
698,0,Low activity / peripheral
699,0,Low activity / peripheral
700,0,Low activity / peripheral
701,0,Low activity / peripheral
702,0,Low activity / peripheral
703,0,Low activity / peripheral
704,0,Low activity / peripheral
705,0,Low activity / peripheral
706,0,Low activity / peripheral
707,0,Low activity / peripheral
708,0,Low activity / peripheral
709,0,Low activity / peripheral
710,0,Low activity / peripheral
711,0,Low activity / peripheral
712,0,Low activity / peripheral
713,0,Low activity / peripheral
714,0,Low activity / peripheral
715,0,Low activity / peripheral
716,0,Low activity / peripheral
717,0,Low activity / peripheral
718,0,Low activity / peripheral
719,0,Low activity / peripheral
720,0,Low activity / peripheral
721,0,Low activity / peripheral
722,0,Low activity / peripheral
723,0,Low activity / peripheral
724,0,Low activity / peripheral
725,0,Low activity / peripheral
726,0,Low activity / peripheral
727,0,Low activity / peripheral
728,0,Low activity / peripheral
729,0,Low activity / peripheral
730,0,Low activity / peripheral
731,0,Low activity / peripheral
732,0,Low activity / peripheral
733,0,Low activity / peripheral
734,0,Low activity / peripheral
735,0,Low activity / peripheral
736,0,Low activity / peripheral
737,0,Low activity / peripheral
738,0,Low activity / peripheral
739,0,Low activity / peripheral
740,0,Low activity / peripheral
741,0,Low activity / peripheral
742,0,Low activity / peripheral
743,2,Moderate activity
744,2,Moderate activity
745,2,Moderate activity
746,2,Moderate activity
747,2,Moderate activity
748,2,Moderate activity
749,2,Moderate activity
750,2,Moderate activity
751,2,Moderate activity
752,2,Moderate activity
753,2,Moderate activity
754,2,Moderate activity
755,2,Moderate activity
756,2,Moderate activity
757,2,Moderate activity
758,2,Moderate activity
759,2,Moderate activity
760,2,Moderate activity
761,2,Moderate activity
762,0,Low activity / peripheral
763,0,Low activity / peripheral
764,2,Moderate activity
765,2,Moderate activity
766,1,Urban mixed-use
767,2,Moderate activity
768,2,Moderate activity
769,2,Moderate activity
770,2,Moderate activity
771,0,Low activity / peripheral
772,0,Low activity / peripheral
773,0,Low activity / peripheral
774,0,Low activity / peripheral
775,0,Low activity / peripheral
776,0,Low activity / peripheral
777,0,Low activity / peripheral
778,0,Low activity / peripheral
779,0,Low activity / peripheral
780,0,Low activity / peripheral
781,0,Low activity / peripheral
782,0,Low activity / peripheral
783,0,Low activity / peripheral
784,0,Low activity / peripheral
785,0,Low activity / peripheral
786,0,Low activity / peripheral
787,0,Low activity / peripheral
788,0,Low activity / peripheral
789,0,Low activity / peripheral
790,0,Low activity / peripheral
791,0,Low activity / peripheral
792,0,Low activity / peripheral
793,0,Low activity / peripheral
794,0,Low activity / peripheral
795,0,Low activity / peripheral
796,0,Low activity / peripheral
797,0,Low activity / peripheral
798,0,Low activity / peripheral
799,0,Low activity / peripheral
800,0,Low activity / peripheral
801,0,Low activity / peripheral
802,0,Low activity / peripheral
803,0,Low activity / peripheral
804,0,Low activity / peripheral
805,0,Low activity / peripheral
806,0,Low activity / peripheral
807,0,Low activity / peripheral
808,0,Low activity / peripheral
809,0,Low activity / peripheral
810,0,Low activity / peripheral
811,0,Low activity / peripheral
812,0,Low activity / peripheral
813,0,Low activity / peripheral
814,0,Low activity / peripheral
815,0,Low activity / peripheral
816,0,Low activity / peripheral
817,0,Low activity / peripheral
818,0,Low activity / peripheral
819,0,Low activity / peripheral
820,0,Low activity / peripheral
821,0,Low activity / peripheral
822,0,Low activity / peripheral
823,0,Low activity / peripheral
824,0,Low activity / peripheral
825,0,Low activity / peripheral
826,0,Low activity / peripheral
827,0,Low activity / peripheral
828,0,Low activity / peripheral
829,0,Low activity / peripheral
830,0,Low activity / peripheral
831,0,Low activity / peripheral
832,0,Low activity / peripheral
833,0,Low activity / peripheral
834,0,Low activity / peripheral
835,0,Low activity / peripheral
836,0,Low activity / peripheral
837,0,Low activity / peripheral
838,0,Low activity / peripheral
839,0,Low activity / peripheral
840,0,Low activity / peripheral
841,0,Low activity / peripheral
842,0,Low activity / peripheral
843,0,Low activity / peripheral
844,2,Moderate activity
845,2,Moderate activity
846,2,Moderate activity
847,1,Urban mixed-use
848,1,Urban mixed-use
849,1,Urban mixed-use
850,1,Urban mixed-use
851,1,Urban mixed-use
852,1,Urban mixed-use
853,2,Moderate activity
854,2,Moderate activity
855,2,Moderate activity
856,2,Moderate activity
857,2,Moderate activity
858,2,Moderate activity
859,0,Low activity / peripheral
860,0,Low activity / peripheral
861,2,Moderate activity
862,2,Moderate activity
863,2,Moderate activity
864,2,Moderate activity
865,1,Urban mixed-use
866,1,Urban mixed-use
867,2,Moderate activity
868,2,Moderate activity
869,2,Moderate activity
870,2,Moderate activity
871,0,Low activity / peripheral
872,0,Low activity / peripheral
873,0,Low activity / peripheral
874,0,Low activity / peripheral
875,0,Low activity / peripheral
876,0,Low activity / peripheral
877,0,Low activity / peripheral
878,0,Low activity / peripheral
879,0,Low activity / peripheral
880,0,Low activity / peripheral
881,0,Low activity / peripheral
882,0,Low activity / peripheral
883,0,Low activity / peripheral
884,0,Low activity / peripheral
885,0,Low activity / peripheral
886,0,Low activity / peripheral
887,0,Low activity / peripheral
888,0,Low activity / peripheral
889,0,Low activity / peripheral
890,0,Low activity / peripheral
891,0,Low activity / peripheral
892,0,Low activity / peripheral
893,0,Low activity / peripheral
894,0,Low activity / peripheral
895,0,Low activity / peripheral
896,0,Low activity / peripheral
897,2,Moderate activity
898,2,Moderate activity
899,0,Low activity / peripheral
900,0,Low activity / peripheral
901,0,Low activity / peripheral
902,0,Low activity / peripheral
903,0,Low activity / peripheral
904,0,Low activity / peripheral
905,0,Low activity / peripheral
906,0,Low activity / peripheral
907,0,Low activity / peripheral
908,0,Low activity / peripheral
909,0,Low activity / peripheral
910,0,Low activity / peripheral
911,0,Low activity / peripheral
912,0,Low activity / peripheral
913,0,Low activity / peripheral
914,0,Low activity / peripheral
915,0,Low activity / peripheral
916,0,Low activity / peripheral
917,0,Low activity / peripheral
918,0,Low activity / peripheral
919,0,Low activity / peripheral
920,0,Low activity / peripheral
921,0,Low activity / peripheral
922,0,Low activity / peripheral
923,0,Low activity / peripheral
924,0,Low activity / peripheral
925,0,Low activity / peripheral
926,0,Low activity / peripheral
927,0,Low activity / peripheral
928,0,Low activity / peripheral
929,0,Low activity / peripheral
930,0,Low activity / peripheral
931,0,Low activity / peripheral
932,0,Low activity / peripheral
933,0,Low activity / peripheral
934,0,Low activity / peripheral
935,0,Low activity / peripheral
936,0,Low activity / peripheral
937,0,Low activity / peripheral
938,0,Low activity / peripheral
939,0,Low activity / peripheral
940,0,Low activity / peripheral
941,0,Low activity / peripheral
942,0,Low activity / peripheral
943,0,Low activity / peripheral
944,0,Low activity / peripheral
945,2,Moderate activity
946,1,Urban mixed-use
947,1,Urban mixed-use
948,1,Urban mixed-use
949,1,Urban mixed-use
950,1,Urban mixed-use
951,1,Urban mixed-use
952,1,Urban mixed-use
953,1,Urban mixed-use
954,2,Moderate activity
955,1,Urban mixed-use
956,2,Moderate activity
957,2,Moderate activity
958,2,Moderate activity
959,0,Low activity / peripheral
960,0,Low activity / peripheral
961,2,Moderate activity
962,2,Moderate activity
963,2,Moderate activity
964,2,Moderate activity
965,2,Moderate activity
966,2,Moderate activity
967,2,Moderate activity
968,2,Moderate activity
969,2,Moderate activity
970,2,Moderate activity
971,0,Low activity / peripheral
972,0,Low activity / peripheral
973,0,Low activity / peripheral
974,0,Low activity / peripheral
975,0,Low activity / peripheral
976,0,Low activity / peripheral
977,0,Low activity / peripheral
978,0,Low activity / peripheral
979,0,Low activity / peripheral
980,0,Low activity / peripheral
981,0,Low activity / peripheral
982,0,Low activity / peripheral
983,0,Low activity / peripheral
984,0,Low activity / peripheral
985,0,Low activity / peripheral
986,0,Low activity / peripheral
987,0,Low activity / peripheral
988,0,Low activity / peripheral
989,0,Low activity / peripheral
990,0,Low activity / peripheral
991,0,Low activity / peripheral
992,0,Low activity / peripheral
993,0,Low activity / peripheral
994,0,Low activity / peripheral
995,0,Low activity / peripheral
996,0,Low activity / peripheral
997,2,Moderate activity
998,2,Moderate activity
999,2,Moderate activity
1000,2,Moderate activity
1001,0,Low activity / peripheral
1002,0,Low activity / peripheral
1003,0,Low activity / peripheral
1004,0,Low activity / peripheral
1005,0,Low activity / peripheral
1006,0,Low activity / peripheral
1007,0,Low activity / peripheral
1008,0,Low activity / peripheral
1009,0,Low activity / peripheral
1010,0,Low activity / peripheral
1011,0,Low activity / peripheral
1012,0,Low activity / peripheral
1013,0,Low activity / peripheral
1014,0,Low activity / peripheral
1015,0,Low activity / peripheral
1016,0,Low activity / peripheral
1017,0,Low activity / peripheral
1018,0,Low activity / peripheral
1019,0,Low activity / peripheral
1020,0,Low activity / peripheral
1021,0,Low activity / peripheral
1022,0,Low activity / peripheral
1023,0,Low activity / peripheral
1024,2,Moderate activity
