square_id,cluster_k4,cluster_label
4984,2,Moderate activity
4985,2,Moderate activity
4986,0,Low activity / peripheral
4987,0,Low activity / peripheral
4988,2,Moderate activity
4989,3,High-activity core
4990,1,Urban mixed-use
4991,3,High-activity core
4992,1,Urban mixed-use
4993,0,Low activity / peripheral
4994,0,Low activity / peripheral
4995,0,Low activity / peripheral
4996,0,Low activity / peripheral
4997,0,Low activity / peripheral
4998,0,Low activity / peripheral
4999,0,Low activity / peripheral
5000,0,Low activity / peripheral
5001,0,Low activity / peripheral
5002,0,Low activity / peripheral
5003,0,Low activity / peripheral
5004,0,Low activity / peripheral
5005,0,Low activity / peripheral
5006,0,Low activity / peripheral
5007,0,Low activity / peripheral
5008,0,Low activity / peripheral
5009,0,Low activity / peripheral
5010,0,Low activity / peripheral
5011,0,Low activity / peripheral
5012,0,Low activity / peripheral
5013,0,Low activity / peripheral
